nutzer_id,alter,geschlecht,region,politische_haltung,gewaehlte_partei,wahlfrequenz,wichtigstes_wahlthema,vertrauensmedien,politisches_engagement,parteimitglied,jahr_letzte_wahl,uebereinstimmung_regierung,interessen
1012,26,weiblich,NRW,zentristisch,Grüne,immer,Bildung,Tagesschau,0,True,,0.65,"Technologie, Bildung, Politik"
1013,46,divers,Sachsen,konservativ,Die Linke,gelegentlich,Migration,Tagesschau,6,True,2024.0,0.97,"Musik, Reisen, Wirtschaft"
1014,75,männlich,Bayern,zentristisch,SPD,gelegentlich,Gesundheit,Spiegel,6,True,,0.19,"Sport, Technologie, Musik"
1015,74,weiblich,Berlin,liberal,FDP,immer,Klima,Facebook-Gruppen,7,False,2021.0,0.51,"Reisen, Musik, Bildung"
1016,71,weiblich,Bayern,progressiv,SPD,gelegentlich,Sicherheit,Tagesschau,4,True,2021.0,0.84,"Technologie, Musik, Klima"
1017,57,männlich,Berlin,progressiv,Grüne,immer,Steuern,Spiegel,8,False,2017.0,0.69,"Wirtschaft, Technologie, Bildung"
1018,67,männlich,NRW,liberal,SPD,gelegentlich,Sicherheit,FAZ,1,False,2021.0,0.43,"Musik, Klima, Reisen"
1019,28,divers,Sachsen,konservativ,SPD,gelegentlich,Steuern,Facebook-Gruppen,1,True,2017.0,0.0,"Essen, Politik, Bildung"
1020,39,männlich,NRW,progressiv,Die Linke,immer,Klima,YouTube,1,True,2024.0,0.21,"Politik, Essen, Sport"
1021,60,männlich,NRW,progressiv,CDU,gelegentlich,Sicherheit,Telegram,3,True,2017.0,0.35,"Bildung, Politik, Essen"
1022,55,männlich,Sachsen,konservativ,Grüne,immer,Klima,TikTok,1,True,2021.0,0.93,"Klima, Reisen, Wirtschaft"
1023,38,weiblich,Bayern,zentristisch,Grüne,gelegentlich,Steuern,TikTok,9,True,2024.0,0.93,"Wirtschaft, Technologie, Musik"
1024,33,divers,Sachsen,konservativ,Grüne,nie,Bildung,Tagesschau,1,False,2021.0,0.35,"Reisen, Essen, Musik"
1025,74,männlich,Hessen,liberal,FDP,gelegentlich,Bildung,TikTok,9,False,2024.0,0.49,"Technologie, Essen, Wirtschaft"
1026,21,weiblich,Hamburg,zentristisch,FDP,immer,Steuern,FAZ,7,False,2021.0,0.34,"Reisen, Musik, Wirtschaft"
1027,52,divers,Bayern,liberal,SPD,nie,Klima,Facebook-Gruppen,2,False,2017.0,0.53,"Bildung, Reisen, Politik"
1028,75,weiblich,Berlin,konservativ,SPD,nie,Migration,Facebook-Gruppen,10,False,2024.0,0.22,"Sport, Klima, Technologie"
1029,60,männlich,NRW,liberal,CDU,immer,Klima,Spiegel,0,True,2017.0,0.14,"Essen, Reisen, Wirtschaft"
1030,75,männlich,Hamburg,zentristisch,Die Linke,immer,Klima,Tagesschau,8,False,2017.0,0.4,"Klima, Musik, Reisen"
1031,61,männlich,Bayern,progressiv,SPD,immer,Migration,YouTube,7,False,2017.0,0.97,"Essen, Bildung, Reisen"
1032,46,weiblich,Hessen,zentristisch,FDP,immer,Sicherheit,Telegram,6,True,2017.0,0.99,"Politik, Wirtschaft, Musik"
1033,18,divers,Hamburg,liberal,Die Linke,immer,Klima,Facebook-Gruppen,3,True,,0.77,"Sport, Technologie, Essen"
1034,72,männlich,Berlin,zentristisch,SPD,immer,Steuern,Spiegel,5,True,,0.1,"Politik, Essen, Sport"
1035,59,männlich,Bayern,progressiv,Grüne,gelegentlich,Steuern,Tagesschau,5,False,2021.0,0.39,"Technologie, Politik, Essen"
1036,71,divers,Bayern,konservativ,CDU,gelegentlich,Steuern,Telegram,7,False,2021.0,0.11,"Musik, Sport, Bildung"
1037,60,weiblich,NRW,konservativ,SPD,immer,Steuern,YouTube,1,False,,0.05,"Sport, Bildung, Essen"
1038,73,divers,Bayern,progressiv,Die Linke,immer,Sicherheit,Tagesschau,3,False,,0.25,"Reisen, Sport, Bildung"
1039,55,weiblich,Berlin,liberal,AfD,immer,Migration,FAZ,9,True,2021.0,0.34,"Wirtschaft, Musik, Sport"
1040,21,männlich,Sachsen,konservativ,SPD,immer,Sicherheit,TikTok,5,True,,0.5,"Technologie, Klima, Politik"
1041,65,männlich,Sachsen,liberal,FDP,gelegentlich,Klima,Telegram,0,False,2017.0,0.74,"Sport, Essen, Bildung"
1042,47,männlich,Sachsen,konservativ,Grüne,immer,Klima,Telegram,1,False,2017.0,0.4,"Musik, Bildung, Klima"
1043,41,männlich,NRW,konservativ,SPD,immer,Gesundheit,Telegram,8,True,2021.0,0.69,"Bildung, Essen, Musik"
1044,53,weiblich,Berlin,konservativ,SPD,immer,Bildung,FAZ,9,True,2017.0,0.37,"Bildung, Wirtschaft, Essen"
1045,37,männlich,Hamburg,konservativ,Die Linke,immer,Klima,Telegram,2,False,2024.0,0.44,"Technologie, Wirtschaft, Sport"
1046,74,männlich,Bayern,liberal,Grüne,immer,Klima,Spiegel,2,True,,0.11,"Technologie, Klima, Sport"
1047,49,divers,Hamburg,progressiv,CDU,gelegentlich,Sicherheit,YouTube,7,True,2017.0,0.46,"Klima, Musik, Wirtschaft"
1048,74,divers,NRW,zentristisch,CDU,immer,Migration,Telegram,6,True,2021.0,0.85,"Sport, Politik, Bildung"
1049,55,divers,Berlin,liberal,AfD,nie,Steuern,Telegram,9,False,2017.0,0.76,"Technologie, Wirtschaft, Reisen"
1050,54,männlich,Hessen,zentristisch,AfD,immer,Migration,YouTube,7,True,2017.0,0.28,"Sport, Bildung, Wirtschaft"
1051,52,weiblich,Sachsen,konservativ,Die Linke,immer,Klima,Telegram,2,False,2017.0,0.58,"Essen, Musik, Sport"
1052,29,weiblich,Hamburg,zentristisch,CDU,gelegentlich,Bildung,Spiegel,1,True,,0.65,"Musik, Politik, Reisen"
1053,39,männlich,Sachsen,liberal,Grüne,immer,Klima,FAZ,4,False,,0.81,"Essen, Musik, Reisen"
1054,25,weiblich,Hamburg,progressiv,FDP,gelegentlich,Steuern,FAZ,6,True,2021.0,0.24,"Bildung, Wirtschaft, Musik"
1055,56,weiblich,Berlin,zentristisch,FDP,immer,Migration,Spiegel,3,False,2024.0,0.79,"Essen, Politik, Sport"
1056,40,weiblich,Bayern,zentristisch,SPD,immer,Bildung,Telegram,8,True,2017.0,0.01,"Bildung, Musik, Reisen"
1057,68,männlich,Hessen,progressiv,SPD,gelegentlich,Steuern,FAZ,4,True,2017.0,0.61,"Klima, Essen, Bildung"
1058,51,weiblich,Berlin,liberal,SPD,immer,Klima,Facebook-Gruppen,1,True,2017.0,0.87,"Sport, Musik, Wirtschaft"
1059,73,männlich,Hamburg,konservativ,AfD,nie,Gesundheit,FAZ,8,True,2021.0,0.87,"Politik, Klima, Wirtschaft"
1060,74,weiblich,Hessen,konservativ,AfD,immer,Bildung,Tagesschau,8,False,2017.0,0.95,"Klima, Politik, Sport"
1061,68,männlich,NRW,zentristisch,Die Linke,nie,Migration,YouTube,6,True,2021.0,0.15,"Klima, Sport, Politik"
1062,23,männlich,Hamburg,konservativ,SPD,immer,Sicherheit,TikTok,4,True,,0.65,"Essen, Technologie, Klima"
1063,25,männlich,NRW,konservativ,SPD,immer,Bildung,Spiegel,5,False,2017.0,0.37,"Wirtschaft, Technologie, Reisen"
1064,59,weiblich,Bayern,progressiv,FDP,nie,Klima,Facebook-Gruppen,5,True,2021.0,0.06,"Klima, Wirtschaft, Musik"
1065,47,weiblich,Hamburg,konservativ,Grüne,nie,Migration,FAZ,8,False,2017.0,0.56,"Sport, Klima, Reisen"
1066,45,divers,Hamburg,zentristisch,SPD,nie,Steuern,TikTok,6,False,2017.0,0.03,"Technologie, Bildung, Reisen"
1067,75,männlich,Hessen,liberal,Die Linke,immer,Bildung,TikTok,0,True,,0.44,"Sport, Politik, Bildung"
1068,68,divers,Hamburg,zentristisch,Grüne,gelegentlich,Sicherheit,TikTok,5,False,2017.0,0.51,"Politik, Essen, Reisen"
1069,25,weiblich,Hamburg,zentristisch,Die Linke,gelegentlich,Steuern,Telegram,8,False,2021.0,0.46,"Technologie, Wirtschaft, Bildung"
1070,52,männlich,Berlin,liberal,CDU,immer,Gesundheit,TikTok,2,True,,0.29,"Reisen, Wirtschaft, Musik"
1071,47,weiblich,Sachsen,liberal,CDU,gelegentlich,Migration,YouTube,2,False,,0.67,"Politik, Musik, Essen"
1072,25,männlich,Berlin,progressiv,FDP,gelegentlich,Steuern,Facebook-Gruppen,3,True,,0.26,"Sport, Politik, Reisen"
1073,51,männlich,Hamburg,konservativ,CDU,nie,Bildung,Telegram,3,False,2017.0,0.95,"Musik, Technologie, Essen"
1074,22,weiblich,NRW,konservativ,Die Linke,nie,Bildung,YouTube,4,False,,0.18,"Klima, Musik, Technologie"
1075,23,weiblich,Berlin,progressiv,SPD,immer,Klima,Telegram,7,True,2024.0,0.13,"Wirtschaft, Musik, Klima"
1076,41,divers,Berlin,konservativ,AfD,immer,Klima,Spiegel,9,True,2017.0,0.74,"Wirtschaft, Essen, Reisen"
1077,27,divers,Hamburg,liberal,CDU,immer,Gesundheit,Facebook-Gruppen,1,True,2024.0,0.93,"Reisen, Technologie, Essen"
1078,25,divers,Hamburg,progressiv,Grüne,nie,Bildung,YouTube,7,True,2017.0,0.47,"Politik, Klima, Essen"
1079,42,divers,Sachsen,zentristisch,Die Linke,immer,Steuern,TikTok,8,False,2024.0,0.32,"Essen, Wirtschaft, Bildung"
1080,27,männlich,Sachsen,zentristisch,AfD,gelegentlich,Bildung,Facebook-Gruppen,4,True,2024.0,0.42,"Musik, Bildung, Wirtschaft"
1081,54,männlich,Berlin,progressiv,FDP,immer,Migration,Telegram,9,False,,0.75,"Klima, Musik, Reisen"
1082,74,weiblich,NRW,zentristisch,Grüne,immer,Migration,Tagesschau,0,True,2024.0,0.47,"Sport, Reisen, Klima"
1083,74,weiblich,Hessen,konservativ,AfD,immer,Sicherheit,Spiegel,3,False,2017.0,0.24,"Sport, Politik, Wirtschaft"
1084,54,divers,Hamburg,liberal,SPD,immer,Bildung,Facebook-Gruppen,5,True,2021.0,0.22,"Politik, Musik, Essen"
1085,55,divers,Sachsen,liberal,Grüne,nie,Migration,TikTok,8,False,2021.0,0.88,"Wirtschaft, Essen, Bildung"
1086,40,divers,Sachsen,liberal,Die Linke,immer,Klima,FAZ,5,False,2021.0,0.41,"Politik, Bildung, Musik"
1087,71,divers,Berlin,progressiv,AfD,gelegentlich,Steuern,Facebook-Gruppen,8,True,2021.0,0.03,"Reisen, Bildung, Sport"
1088,52,divers,Bayern,konservativ,AfD,immer,Sicherheit,Spiegel,4,True,,0.48,"Wirtschaft, Essen, Politik"
1089,32,weiblich,Bayern,progressiv,Grüne,immer,Bildung,Telegram,2,True,2021.0,0.07,"Bildung, Technologie, Wirtschaft"
1090,46,männlich,Hamburg,konservativ,AfD,immer,Sicherheit,Facebook-Gruppen,5,False,2024.0,0.78,"Reisen, Klima, Wirtschaft"
1091,68,männlich,Hamburg,zentristisch,AfD,immer,Bildung,TikTok,10,True,2024.0,0.99,"Sport, Essen, Musik"
1092,26,divers,Sachsen,progressiv,Die Linke,immer,Sicherheit,FAZ,3,False,2021.0,0.32,"Wirtschaft, Musik, Reisen"
1093,19,weiblich,NRW,zentristisch,FDP,gelegentlich,Klima,Tagesschau,7,False,2017.0,0.84,"Technologie, Musik, Klima"
1094,34,weiblich,Hessen,konservativ,FDP,immer,Sicherheit,YouTube,6,True,2017.0,0.84,"Reisen, Bildung, Wirtschaft"
1095,74,männlich,Bayern,progressiv,Grüne,nie,Bildung,Telegram,10,False,2021.0,0.45,"Sport, Wirtschaft, Klima"
1096,67,weiblich,Bayern,liberal,SPD,immer,Bildung,Telegram,1,True,2021.0,0.27,"Sport, Technologie, Musik"
1097,62,divers,Bayern,progressiv,AfD,immer,Klima,YouTube,8,False,2021.0,0.75,"Sport, Klima, Politik"
1098,57,männlich,Berlin,konservativ,SPD,nie,Bildung,FAZ,9,True,,0.33,"Musik, Politik, Wirtschaft"
1099,45,weiblich,Hamburg,progressiv,AfD,gelegentlich,Steuern,Telegram,6,True,2024.0,0.42,"Reisen, Klima, Wirtschaft"
1100,58,weiblich,Hessen,konservativ,Die Linke,immer,Klima,Tagesschau,4,False,2024.0,0.13,"Reisen, Technologie, Politik"
1101,48,männlich,Hamburg,konservativ,SPD,gelegentlich,Klima,YouTube,6,False,,0.87,"Klima, Musik, Technologie"
1102,63,männlich,Hessen,konservativ,SPD,immer,Sicherheit,FAZ,0,True,2021.0,0.29,"Reisen, Wirtschaft, Sport"
1103,62,weiblich,Hessen,progressiv,Grüne,immer,Gesundheit,Tagesschau,1,False,,0.88,"Wirtschaft, Essen, Musik"
1104,45,weiblich,Sachsen,liberal,AfD,immer,Sicherheit,Tagesschau,1,True,,0.42,"Reisen, Musik, Technologie"
1105,39,divers,NRW,konservativ,Grüne,immer,Sicherheit,FAZ,2,True,2024.0,0.78,"Technologie, Wirtschaft, Bildung"
1106,45,männlich,Berlin,zentristisch,FDP,gelegentlich,Migration,FAZ,7,True,2021.0,0.2,"Reisen, Technologie, Politik"
1107,29,weiblich,NRW,konservativ,SPD,gelegentlich,Steuern,YouTube,4,True,2017.0,0.56,"Essen, Musik, Klima"
1108,69,divers,Berlin,progressiv,Die Linke,immer,Sicherheit,TikTok,7,True,2021.0,0.97,"Wirtschaft, Politik, Bildung"
1109,71,männlich,Sachsen,konservativ,SPD,immer,Migration,Spiegel,8,True,2017.0,0.98,"Klima, Bildung, Reisen"
1110,34,weiblich,Berlin,progressiv,Grüne,gelegentlich,Sicherheit,Telegram,0,True,2017.0,0.68,"Bildung, Klima, Technologie"
1111,55,divers,Bayern,liberal,Grüne,gelegentlich,Gesundheit,Spiegel,8,True,2024.0,0.18,"Technologie, Politik, Bildung"
1112,43,männlich,Sachsen,zentristisch,CDU,immer,Migration,TikTok,0,False,2024.0,0.28,"Bildung, Reisen, Klima"
1113,73,weiblich,Berlin,konservativ,CDU,immer,Gesundheit,FAZ,9,True,,0.47,"Klima, Bildung, Reisen"
1114,75,weiblich,Bayern,konservativ,SPD,immer,Steuern,Tagesschau,4,False,2017.0,0.9,"Wirtschaft, Klima, Reisen"
1115,73,divers,Berlin,progressiv,Die Linke,immer,Bildung,FAZ,4,False,,0.13,"Politik, Sport, Reisen"
1116,34,divers,Bayern,zentristisch,Die Linke,nie,Sicherheit,YouTube,6,False,2021.0,0.86,"Wirtschaft, Reisen, Technologie"
1117,51,divers,Hamburg,konservativ,SPD,immer,Steuern,Tagesschau,10,True,,0.84,"Essen, Klima, Reisen"
1118,70,weiblich,Hessen,liberal,SPD,immer,Sicherheit,Facebook-Gruppen,2,False,2017.0,0.41,"Essen, Klima, Sport"
1119,24,weiblich,Sachsen,konservativ,SPD,nie,Gesundheit,FAZ,5,True,,0.62,"Essen, Wirtschaft, Musik"
1120,32,männlich,Berlin,progressiv,FDP,gelegentlich,Steuern,YouTube,2,False,2024.0,0.82,"Klima, Reisen, Sport"
1121,19,divers,Sachsen,zentristisch,Grüne,gelegentlich,Klima,Facebook-Gruppen,8,True,,0.57,"Reisen, Politik, Essen"
1122,67,divers,Hamburg,zentristisch,Die Linke,immer,Steuern,Telegram,9,False,2024.0,0.41,"Wirtschaft, Technologie, Bildung"
1123,43,divers,Hessen,liberal,SPD,immer,Sicherheit,YouTube,4,False,2024.0,0.09,"Klima, Wirtschaft, Politik"
1124,58,divers,Sachsen,zentristisch,FDP,immer,Sicherheit,Facebook-Gruppen,8,False,,0.4,"Politik, Sport, Technologie"
1125,46,divers,Sachsen,progressiv,CDU,immer,Gesundheit,YouTube,9,False,2017.0,0.01,"Essen, Klima, Musik"
1126,21,divers,Bayern,konservativ,Grüne,gelegentlich,Migration,Facebook-Gruppen,5,True,,0.35,"Sport, Essen, Klima"
1127,54,divers,Hessen,progressiv,AfD,immer,Sicherheit,Telegram,5,False,2024.0,0.03,"Essen, Reisen, Bildung"
1128,28,divers,Hessen,konservativ,Grüne,immer,Gesundheit,Tagesschau,10,True,2017.0,0.16,"Musik, Reisen, Wirtschaft"
1129,18,divers,Hamburg,liberal,FDP,immer,Steuern,Tagesschau,7,False,2017.0,0.07,"Technologie, Klima, Wirtschaft"
1130,36,weiblich,NRW,progressiv,Die Linke,immer,Sicherheit,Telegram,5,True,2024.0,0.57,"Essen, Musik, Bildung"
1131,49,divers,Bayern,zentristisch,Die Linke,gelegentlich,Klima,Facebook-Gruppen,10,False,,0.32,"Musik, Politik, Reisen"
1132,39,männlich,NRW,zentristisch,Grüne,immer,Migration,YouTube,5,False,2024.0,0.13,"Sport, Politik, Technologie"
1133,41,männlich,Hamburg,liberal,CDU,gelegentlich,Migration,Spiegel,0,False,,0.82,"Wirtschaft, Technologie, Sport"
1134,24,männlich,Bayern,progressiv,CDU,immer,Klima,Facebook-Gruppen,4,False,2017.0,0.39,"Politik, Reisen, Musik"
1135,67,weiblich,Hamburg,konservativ,SPD,gelegentlich,Klima,Telegram,7,False,,0.07,"Klima, Bildung, Essen"
1136,65,divers,Berlin,zentristisch,SPD,immer,Bildung,YouTube,1,True,2021.0,0.69,"Wirtschaft, Politik, Musik"
1137,57,weiblich,Hamburg,konservativ,AfD,gelegentlich,Steuern,Tagesschau,9,True,2017.0,0.79,"Klima, Reisen, Essen"
1138,66,männlich,Bayern,liberal,SPD,gelegentlich,Sicherheit,Spiegel,5,False,2024.0,0.78,"Bildung, Technologie, Reisen"
1139,23,divers,NRW,liberal,SPD,immer,Steuern,Tagesschau,1,False,2021.0,0.76,"Musik, Klima, Politik"
1140,31,männlich,Berlin,progressiv,SPD,immer,Bildung,Tagesschau,9,True,2024.0,0.18,"Politik, Bildung, Klima"
1141,74,weiblich,Hessen,progressiv,AfD,immer,Sicherheit,Telegram,7,True,,0.59,"Politik, Musik, Reisen"
1142,30,divers,Berlin,zentristisch,Die Linke,immer,Steuern,Facebook-Gruppen,2,True,2017.0,0.4,"Wirtschaft, Essen, Bildung"
1143,50,divers,Bayern,zentristisch,Die Linke,gelegentlich,Steuern,YouTube,1,False,2021.0,0.36,"Reisen, Sport, Bildung"
1144,24,männlich,Berlin,konservativ,FDP,immer,Klima,Telegram,6,True,2017.0,0.45,"Musik, Bildung, Wirtschaft"
1145,47,männlich,Hamburg,konservativ,SPD,gelegentlich,Bildung,TikTok,1,True,2024.0,0.44,"Bildung, Klima, Reisen"
1146,29,divers,Berlin,zentristisch,Grüne,immer,Migration,Telegram,8,True,2021.0,0.31,"Politik, Sport, Technologie"
1147,42,divers,Hessen,konservativ,Die Linke,immer,Bildung,TikTok,6,True,2021.0,0.75,"Reisen, Sport, Wirtschaft"
1148,30,männlich,NRW,konservativ,Grüne,gelegentlich,Migration,Facebook-Gruppen,1,False,2017.0,0.62,"Reisen, Politik, Wirtschaft"
1149,48,divers,Sachsen,zentristisch,SPD,gelegentlich,Steuern,Spiegel,7,False,,0.64,"Politik, Reisen, Bildung"
1150,69,divers,Berlin,zentristisch,Die Linke,gelegentlich,Bildung,TikTok,5,False,,0.16,"Reisen, Klima, Essen"
1151,56,weiblich,NRW,progressiv,Die Linke,nie,Steuern,TikTok,4,True,,0.92,"Essen, Wirtschaft, Sport"
1152,32,divers,Berlin,liberal,Grüne,gelegentlich,Steuern,Facebook-Gruppen,7,True,2017.0,0.89,"Klima, Musik, Technologie"
1153,75,weiblich,Bayern,zentristisch,FDP,immer,Bildung,TikTok,10,False,,0.71,"Sport, Politik, Musik"
1154,61,weiblich,NRW,progressiv,Die Linke,immer,Steuern,Tagesschau,0,True,,0.06,"Sport, Essen, Bildung"
1155,31,männlich,Hamburg,liberal,Grüne,immer,Migration,TikTok,1,True,2021.0,0.2,"Musik, Sport, Klima"
1156,45,männlich,Hamburg,zentristisch,AfD,immer,Klima,YouTube,5,True,,0.87,"Bildung, Essen, Musik"
1157,32,männlich,Hessen,konservativ,SPD,immer,Sicherheit,TikTok,7,True,2017.0,0.35,"Technologie, Sport, Musik"
1158,74,divers,NRW,konservativ,Die Linke,nie,Bildung,Tagesschau,4,False,2021.0,0.43,"Wirtschaft, Technologie, Bildung"
1159,56,weiblich,Hessen,konservativ,Die Linke,gelegentlich,Migration,FAZ,10,False,2024.0,0.36,"Bildung, Technologie, Klima"
1160,28,männlich,Hamburg,konservativ,SPD,gelegentlich,Bildung,YouTube,3,True,2024.0,0.05,"Reisen, Musik, Essen"
1161,20,männlich,Bayern,progressiv,Grüne,immer,Sicherheit,FAZ,4,True,2021.0,0.82,"Technologie, Sport, Musik"
1162,74,divers,Hamburg,konservativ,AfD,immer,Steuern,Spiegel,0,True,2017.0,0.56,"Musik, Wirtschaft, Klima"
1163,39,divers,Hamburg,progressiv,CDU,gelegentlich,Migration,Telegram,1,True,,0.81,"Reisen, Bildung, Sport"
1164,32,weiblich,Sachsen,liberal,FDP,nie,Sicherheit,Telegram,3,True,2024.0,0.31,"Musik, Politik, Essen"
1165,72,weiblich,Sachsen,liberal,Die Linke,immer,Migration,Telegram,1,True,2021.0,0.11,"Musik, Reisen, Bildung"
1166,61,divers,NRW,konservativ,FDP,immer,Klima,Facebook-Gruppen,6,True,2021.0,0.84,"Wirtschaft, Klima, Bildung"
1167,25,divers,Bayern,zentristisch,Grüne,immer,Gesundheit,Tagesschau,10,False,,0.02,"Bildung, Politik, Essen"
1168,40,männlich,Bayern,liberal,CDU,immer,Sicherheit,TikTok,0,True,,0.03,"Politik, Sport, Technologie"
1169,38,divers,NRW,zentristisch,SPD,gelegentlich,Migration,FAZ,5,True,2017.0,0.69,"Technologie, Essen, Sport"
1170,50,männlich,Berlin,progressiv,CDU,immer,Migration,TikTok,4,True,,0.26,"Sport, Technologie, Bildung"
1171,40,männlich,Sachsen,liberal,Die Linke,immer,Bildung,TikTok,0,True,2021.0,0.73,"Wirtschaft, Bildung, Reisen"
1172,19,männlich,Sachsen,zentristisch,Grüne,immer,Steuern,FAZ,8,True,,0.87,"Reisen, Essen, Sport"
1173,32,männlich,Sachsen,zentristisch,CDU,immer,Sicherheit,YouTube,10,False,2017.0,0.09,"Politik, Musik, Technologie"
1174,74,weiblich,Bayern,progressiv,Die Linke,gelegentlich,Gesundheit,Spiegel,6,False,,0.01,"Sport, Klima, Wirtschaft"
1175,22,divers,Hamburg,zentristisch,FDP,immer,Klima,YouTube,5,True,2021.0,0.37,"Bildung, Wirtschaft, Politik"
1176,24,divers,Hamburg,konservativ,Die Linke,gelegentlich,Migration,Telegram,7,True,2017.0,0.91,"Essen, Bildung, Klima"
1177,52,männlich,NRW,liberal,SPD,immer,Bildung,TikTok,7,True,2017.0,0.19,"Bildung, Sport, Musik"
1178,58,weiblich,Bayern,konservativ,CDU,gelegentlich,Steuern,FAZ,8,True,2021.0,0.61,"Politik, Essen, Bildung"
1179,33,divers,NRW,konservativ,Grüne,immer,Migration,TikTok,2,False,2021.0,0.91,"Reisen, Essen, Sport"
1180,46,divers,Hamburg,zentristisch,AfD,immer,Bildung,Tagesschau,7,True,,0.66,"Musik, Klima, Technologie"
1181,52,divers,Berlin,zentristisch,FDP,immer,Klima,Spiegel,9,True,2021.0,0.97,"Politik, Reisen, Musik"
1182,64,weiblich,Hessen,liberal,CDU,immer,Klima,Telegram,2,True,,0.62,"Reisen, Bildung, Sport"
1183,32,divers,Hamburg,konservativ,FDP,immer,Steuern,YouTube,4,False,2021.0,0.78,"Reisen, Bildung, Wirtschaft"
1184,43,weiblich,Berlin,zentristisch,SPD,immer,Sicherheit,YouTube,9,False,2017.0,0.68,"Technologie, Politik, Wirtschaft"
1185,42,divers,Hessen,zentristisch,Die Linke,immer,Steuern,YouTube,0,True,2017.0,0.74,"Politik, Technologie, Reisen"
1186,26,divers,Hessen,liberal,Die Linke,immer,Bildung,YouTube,5,True,2024.0,0.59,"Sport, Politik, Essen"
1187,24,männlich,Bayern,konservativ,CDU,immer,Migration,Facebook-Gruppen,1,True,2017.0,0.27,"Politik, Reisen, Sport"
1188,49,weiblich,Hamburg,progressiv,Die Linke,immer,Bildung,Spiegel,2,False,2024.0,0.34,"Klima, Reisen, Bildung"
1189,22,männlich,Bayern,konservativ,FDP,immer,Steuern,TikTok,9,True,2024.0,0.44,"Politik, Klima, Reisen"
1190,47,divers,Hamburg,zentristisch,SPD,immer,Sicherheit,TikTok,8,True,2021.0,0.16,"Technologie, Musik, Wirtschaft"
1191,46,weiblich,Berlin,progressiv,CDU,immer,Bildung,YouTube,8,False,2017.0,0.64,"Wirtschaft, Politik, Klima"
1192,73,weiblich,Bayern,liberal,FDP,immer,Gesundheit,YouTube,6,False,2017.0,0.5,"Sport, Wirtschaft, Essen"
1193,35,divers,Bayern,konservativ,SPD,nie,Gesundheit,Tagesschau,4,False,2024.0,1.0,"Klima, Politik, Reisen"
1194,20,männlich,NRW,progressiv,Grüne,immer,Steuern,Spiegel,7,True,2017.0,0.15,"Klima, Essen, Musik"
1195,67,divers,Hamburg,konservativ,SPD,immer,Bildung,Facebook-Gruppen,4,False,,0.42,"Klima, Reisen, Technologie"
1196,37,divers,Hamburg,zentristisch,CDU,immer,Klima,Facebook-Gruppen,6,True,,0.89,"Musik, Bildung, Essen"
1197,29,männlich,Sachsen,konservativ,CDU,immer,Sicherheit,Facebook-Gruppen,3,False,2017.0,0.24,"Bildung, Sport, Technologie"
1198,50,weiblich,NRW,progressiv,CDU,immer,Migration,Telegram,4,True,2024.0,0.83,"Politik, Musik, Technologie"
1199,69,männlich,Hamburg,progressiv,CDU,immer,Steuern,YouTube,10,True,,0.15,"Wirtschaft, Sport, Reisen"
1200,56,weiblich,Bayern,zentristisch,Die Linke,gelegentlich,Migration,FAZ,6,False,2017.0,0.72,"Bildung, Politik, Essen"
1201,72,männlich,Berlin,progressiv,Grüne,immer,Klima,FAZ,2,False,,0.42,"Essen, Bildung, Wirtschaft"
1202,50,weiblich,Berlin,liberal,CDU,immer,Gesundheit,Spiegel,7,True,2021.0,0.75,"Klima, Reisen, Bildung"
1203,63,divers,Hessen,zentristisch,Die Linke,immer,Steuern,Tagesschau,7,False,,0.2,"Politik, Essen, Reisen"
1204,24,divers,Sachsen,progressiv,FDP,gelegentlich,Bildung,YouTube,4,True,2021.0,0.76,"Bildung, Reisen, Wirtschaft"
1205,28,divers,Bayern,progressiv,CDU,immer,Klima,YouTube,6,False,2017.0,0.83,"Bildung, Essen, Wirtschaft"
1206,45,männlich,Hessen,konservativ,CDU,immer,Sicherheit,TikTok,4,True,,0.61,"Reisen, Musik, Technologie"
1207,33,weiblich,Bayern,konservativ,AfD,immer,Steuern,FAZ,8,True,2021.0,0.34,"Essen, Technologie, Bildung"
1208,54,männlich,NRW,zentristisch,SPD,immer,Migration,Tagesschau,2,False,,0.5,"Technologie, Musik, Reisen"
1209,36,männlich,Berlin,konservativ,CDU,immer,Gesundheit,Spiegel,1,True,,0.0,"Klima, Politik, Sport"
1210,48,weiblich,Berlin,zentristisch,Die Linke,gelegentlich,Bildung,Tagesschau,10,True,2024.0,0.06,"Technologie, Politik, Musik"
1211,53,männlich,NRW,zentristisch,Grüne,gelegentlich,Sicherheit,Telegram,10,True,2017.0,0.38,"Reisen, Klima, Musik"
1212,24,männlich,Hamburg,progressiv,SPD,gelegentlich,Steuern,Tagesschau,4,True,2024.0,0.53,"Wirtschaft, Klima, Essen"
1213,72,männlich,Hessen,progressiv,CDU,immer,Migration,YouTube,4,False,2024.0,0.18,"Klima, Reisen, Technologie"
1214,18,divers,Hessen,liberal,AfD,immer,Sicherheit,Spiegel,1,False,2024.0,0.88,"Bildung, Sport, Musik"
1215,57,weiblich,Bayern,konservativ,FDP,immer,Bildung,Spiegel,6,False,2024.0,0.41,"Musik, Essen, Reisen"
1216,59,männlich,Bayern,liberal,CDU,immer,Klima,Tagesschau,9,False,2017.0,0.76,"Bildung, Klima, Politik"
