nutzer_id,alter,geschlecht,region,politische_haltung,gewaehlte_partei,wahlfrequenz,wichtigstes_wahlthema,vertrauensmedien,politisches_engagement,parteimitglied,uebereinstimmung_regierung,interessen,gewaehlte_partei_neu
1006,74,weiblich,Berlin,zentristisch,CSU,gelegentlich,Klima,YouTube,10,True,0.1,"Essen, Wirtschaft, Musik",FDP
1007,72,männlich,Sachsen,konservativ,CDU,immer,Bildung,YouTube,0,False,0.46,"Sport, Wirtschaft, Politik",FDP
1008,27,männlich,Sachsen,liberal,,nie,Klima,Spiegel,0,False,0.17,"Essen, Bildung, Sport",FDP
1009,33,weiblich,Bayern,konservativ,SPD,immer,Migration,TikTok,3,True,0.21,"Reisen, Technologie, Klima",AfD
1010,43,weiblich,Hamburg,zentristisch,,nie,Steuern,YouTube,3,False,0.21,"Sport, Politik, Bildung",FDP
1011,38,männlich,Hamburg,zentristisch,Die Linke,immer,Gesundheit,FAZ,0,False,0.81,"Politik, Technologie, Musik",CDU
1012,26,weiblich,NRW,zentristisch,SPD,immer,Bildung,Tagesschau,0,True,0.65,"Technologie, Bildung, Politik",SPD
1013,46,weiblich,Sachsen,konservativ,,nie,Migration,Tagesschau,6,True,0.97,"Musik, Reisen, Wirtschaft",CDU
1014,75,männlich,Bayern,zentristisch,CDU,gelegentlich,Gesundheit,Spiegel,6,True,0.19,"Sport, Technologie, Musik",CDU
1015,74,weiblich,Berlin,liberal,CDU,immer,Klima,Facebook-Gruppen,7,False,0.51,"Reisen, Musik, Bildung",Grüne
1016,71,weiblich,Bayern,progressiv,CDU,gelegentlich,Sicherheit,Tagesschau,4,True,0.84,"Technologie, Musik, Klima",Linke
1017,57,männlich,Berlin,progressiv,Grüne,immer,Steuern,Spiegel,8,False,0.69,"Wirtschaft, Technologie, Bildung",Linke
1018,67,männlich,NRW,liberal,Grüne,gelegentlich,Sicherheit,FAZ,1,False,0.43,"Musik, Klima, Reisen",Grüne
1019,28,männlich,Sachsen,konservativ,,nie,Steuern,Facebook-Gruppen,1,True,0.0,"Essen, Politik, Bildung",CDU
1020,39,männlich,NRW,progressiv,CDU,immer,Klima,YouTube,1,True,0.21,"Politik, Essen, Sport",SPD
1021,60,männlich,NRW,progressiv,SPD,gelegentlich,Sicherheit,Telegram,3,True,0.35,"Bildung, Politik, Essen",SPD
1022,55,männlich,Sachsen,konservativ,FDP,immer,Klima,TikTok,1,True,0.93,"Klima, Reisen, Wirtschaft",AfD
1023,38,weiblich,Bayern,zentristisch,CDU,gelegentlich,Steuern,TikTok,9,True,0.93,"Wirtschaft, Technologie, Musik",SPD
1024,33,männlich,Sachsen,konservativ,,nie,Bildung,Tagesschau,1,False,0.35,"Reisen, Essen, Musik",AfD
1025,74,männlich,Hessen,liberal,SPD,gelegentlich,Bildung,TikTok,9,False,0.49,"Technologie, Essen, Wirtschaft",FDP
1026,21,weiblich,Hamburg,zentristisch,FDP,immer,Steuern,FAZ,7,False,0.34,"Reisen, Musik, Wirtschaft",CDU
1027,52,weiblich,Bayern,liberal,,nie,Klima,Facebook-Gruppen,2,False,0.53,"Bildung, Reisen, Politik",FDP
1028,75,weiblich,Berlin,konservativ,,nie,Migration,Facebook-Gruppen,10,False,0.22,"Sport, Klima, Technologie",AfD
1029,60,männlich,NRW,liberal,Grüne,immer,Klima,Spiegel,0,True,0.14,"Essen, Reisen, Wirtschaft",SPD
1030,75,männlich,Hamburg,zentristisch,FDP,immer,Klima,Tagesschau,8,False,0.4,"Klima, Musik, Reisen",CDU
1031,61,männlich,Bayern,progressiv,AfD,immer,Migration,YouTube,7,False,0.97,"Essen, Bildung, Reisen",Linke
1032,46,weiblich,Hessen,zentristisch,SPD,immer,Sicherheit,Telegram,6,True,0.99,"Politik, Wirtschaft, Musik",CDU
1033,18,weiblich,Hamburg,liberal,,nie,Klima,Facebook-Gruppen,3,True,0.77,"Sport, Technologie, Essen",FDP
1034,72,männlich,Berlin,zentristisch,AfD,immer,Steuern,Spiegel,5,True,0.1,"Politik, Essen, Sport",CDU
1035,59,männlich,Bayern,progressiv,SPD,gelegentlich,Steuern,Tagesschau,5,False,0.39,"Technologie, Politik, Essen",Linke
1036,71,männlich,Bayern,konservativ,SPD,gelegentlich,Steuern,Telegram,7,False,0.11,"Musik, Sport, Bildung",AfD
1037,60,weiblich,NRW,konservativ,Die Linke,immer,Steuern,YouTube,1,False,0.05,"Sport, Bildung, Essen",CDU
1038,73,weiblich,Bayern,progressiv,,nie,Sicherheit,Tagesschau,3,False,0.25,"Reisen, Sport, Bildung",SPD
1039,55,weiblich,Berlin,liberal,FDP,immer,Migration,FAZ,9,True,0.34,"Wirtschaft, Musik, Sport",FDP
1040,21,männlich,Sachsen,konservativ,FDP,immer,Sicherheit,TikTok,5,True,0.5,"Technologie, Klima, Politik",CDU
1041,65,männlich,Sachsen,liberal,CDU,gelegentlich,Klima,Telegram,0,False,0.74,"Sport, Essen, Bildung",SPD
1042,47,männlich,Sachsen,konservativ,,nie,Klima,Telegram,1,False,0.4,"Musik, Bildung, Klima",FDP
1043,41,männlich,NRW,konservativ,Grüne,immer,Gesundheit,Telegram,8,True,0.69,"Bildung, Essen, Musik",AfD
1044,53,weiblich,Berlin,konservativ,AfD,immer,Bildung,FAZ,9,True,0.37,"Bildung, Wirtschaft, Essen",AfD
1045,37,männlich,Hamburg,konservativ,CDU,immer,Klima,Telegram,2,False,0.44,"Technologie, Wirtschaft, Sport",FDP
1046,74,männlich,Bayern,liberal,Grüne,immer,Klima,Spiegel,2,True,0.11,"Technologie, Klima, Sport",SPD
1047,49,männlich,Hamburg,progressiv,,nie,Sicherheit,YouTube,7,True,0.46,"Klima, Musik, Wirtschaft",Linke
1048,74,weiblich,NRW,zentristisch,SPD,immer,Migration,Telegram,6,True,0.85,"Sport, Politik, Bildung",CDU
1049,55,männlich,Berlin,liberal,,nie,Steuern,Telegram,9,False,0.76,"Technologie, Wirtschaft, Reisen",FDP
1050,54,männlich,Hessen,zentristisch,AfD,immer,Migration,YouTube,7,True,0.28,"Sport, Bildung, Wirtschaft",CDU
1051,52,weiblich,Sachsen,konservativ,CDU,immer,Klima,Telegram,2,False,0.58,"Essen, Musik, Sport",CDU
1052,29,weiblich,Hamburg,zentristisch,FDP,gelegentlich,Bildung,Spiegel,1,True,0.65,"Musik, Politik, Reisen",CDU
1053,39,männlich,Sachsen,liberal,CDU,immer,Klima,FAZ,4,False,0.81,"Essen, Musik, Reisen",FDP
1054,25,weiblich,Hamburg,progressiv,CDU,gelegentlich,Steuern,FAZ,6,True,0.24,"Bildung, Wirtschaft, Musik",SPD
1055,56,weiblich,Berlin,zentristisch,CSU,immer,Migration,Spiegel,3,False,0.79,"Essen, Politik, Sport",FDP
1056,40,weiblich,Bayern,zentristisch,Die Linke,immer,Bildung,Telegram,8,True,0.01,"Bildung, Musik, Reisen",FDP
1057,68,männlich,Hessen,progressiv,SPD,gelegentlich,Steuern,FAZ,4,True,0.61,"Klima, Essen, Bildung",SPD
1058,51,weiblich,Berlin,liberal,CDU,immer,Klima,Facebook-Gruppen,1,True,0.87,"Sport, Musik, Wirtschaft",Grüne
1059,73,männlich,Hamburg,konservativ,,nie,Gesundheit,FAZ,8,True,0.87,"Politik, Klima, Wirtschaft",CDU
1060,74,weiblich,Hessen,konservativ,AfD,immer,Bildung,Tagesschau,8,False,0.95,"Klima, Politik, Sport",AfD
1061,68,männlich,NRW,zentristisch,,nie,Migration,YouTube,6,True,0.15,"Klima, Sport, Politik",SPD
1062,23,männlich,Hamburg,konservativ,FDP,immer,Sicherheit,TikTok,4,True,0.65,"Essen, Technologie, Klima",AfD
1063,25,männlich,NRW,konservativ,Die Linke,immer,Bildung,Spiegel,5,False,0.37,"Wirtschaft, Technologie, Reisen",CDU
1064,59,weiblich,Bayern,progressiv,,nie,Klima,Facebook-Gruppen,5,True,0.06,"Klima, Wirtschaft, Musik",Grüne
1065,47,weiblich,Hamburg,konservativ,,nie,Migration,FAZ,8,False,0.56,"Sport, Klima, Reisen",AfD
1066,45,männlich,Hamburg,zentristisch,,nie,Steuern,TikTok,6,False,0.03,"Technologie, Bildung, Reisen",FDP
1067,75,männlich,Hessen,liberal,,nie,Bildung,TikTok,0,True,0.44,"Sport, Politik, Bildung",Grüne
1068,68,männlich,Hamburg,zentristisch,FDP,gelegentlich,Sicherheit,TikTok,5,False,0.51,"Politik, Essen, Reisen",SPD
1069,25,weiblich,Hamburg,zentristisch,,nie,Steuern,Telegram,8,False,0.46,"Technologie, Wirtschaft, Bildung",FDP
1070,52,männlich,Berlin,liberal,FDP,immer,Gesundheit,TikTok,2,True,0.29,"Reisen, Wirtschaft, Musik",FDP
1071,47,weiblich,Sachsen,liberal,,nie,Migration,YouTube,2,False,0.67,"Politik, Musik, Essen",SPD
1072,25,männlich,Berlin,progressiv,,nie,Steuern,Facebook-Gruppen,3,True,0.26,"Sport, Politik, Reisen",Linke
1073,51,männlich,Hamburg,konservativ,,nie,Bildung,Telegram,3,False,0.95,"Musik, Technologie, Essen",CDU
1074,22,weiblich,NRW,konservativ,,nie,Bildung,YouTube,4,False,0.18,"Klima, Musik, Technologie",CDU
1075,23,weiblich,Berlin,progressiv,CDU,immer,Klima,Telegram,7,True,0.13,"Wirtschaft, Musik, Klima",SPD
1076,41,weiblich,Berlin,konservativ,Grüne,immer,Klima,Spiegel,9,True,0.74,"Wirtschaft, Essen, Reisen",AfD
1077,27,weiblich,Hamburg,liberal,CSU,immer,Gesundheit,Facebook-Gruppen,1,True,0.93,"Reisen, Technologie, Essen",Grüne
1078,25,männlich,Hamburg,progressiv,,nie,Bildung,YouTube,7,True,0.47,"Politik, Klima, Essen",Grüne
1079,42,weiblich,Sachsen,zentristisch,CSU,immer,Steuern,TikTok,8,False,0.32,"Essen, Wirtschaft, Bildung",CDU
1080,27,männlich,Sachsen,zentristisch,FDP,gelegentlich,Bildung,Facebook-Gruppen,4,True,0.42,"Musik, Bildung, Wirtschaft",FDP
1081,54,männlich,Berlin,progressiv,,nie,Migration,Telegram,9,False,0.75,"Klima, Musik, Reisen",SPD
1082,74,weiblich,NRW,zentristisch,CDU,immer,Migration,Tagesschau,0,True,0.47,"Sport, Reisen, Klima",CDU
1083,74,weiblich,Hessen,konservativ,Grüne,immer,Sicherheit,Spiegel,3,False,0.24,"Sport, Politik, Wirtschaft",FDP
1084,54,männlich,Hamburg,liberal,CDU,immer,Bildung,Facebook-Gruppen,5,True,0.22,"Politik, Musik, Essen",Grüne
1085,55,männlich,Sachsen,liberal,,nie,Migration,TikTok,8,False,0.88,"Wirtschaft, Essen, Bildung",FDP
1086,40,weiblich,Sachsen,liberal,AfD,immer,Klima,FAZ,5,False,0.41,"Politik, Bildung, Musik",FDP
1087,71,weiblich,Berlin,progressiv,Grüne,gelegentlich,Steuern,Facebook-Gruppen,8,True,0.03,"Reisen, Bildung, Sport",SPD
1088,52,männlich,Bayern,konservativ,CDU,immer,Sicherheit,Spiegel,4,True,0.48,"Wirtschaft, Essen, Politik",AfD
1089,32,weiblich,Bayern,progressiv,,nie,Bildung,Telegram,2,True,0.07,"Bildung, Technologie, Wirtschaft",SPD
1090,46,männlich,Hamburg,konservativ,SPD,immer,Sicherheit,Facebook-Gruppen,5,False,0.78,"Reisen, Klima, Wirtschaft",CDU
1091,68,männlich,Hamburg,zentristisch,AfD,immer,Bildung,TikTok,10,True,0.99,"Sport, Essen, Musik",FDP
1092,26,weiblich,Sachsen,progressiv,SPD,immer,Sicherheit,FAZ,3,False,0.32,"Wirtschaft, Musik, Reisen",Linke
1093,19,weiblich,NRW,zentristisch,Grüne,gelegentlich,Klima,Tagesschau,7,False,0.84,"Technologie, Musik, Klima",FDP
1094,34,weiblich,Hessen,konservativ,,nie,Sicherheit,YouTube,6,True,0.84,"Reisen, Bildung, Wirtschaft",FDP
1095,74,männlich,Bayern,progressiv,,nie,Bildung,Telegram,10,False,0.45,"Sport, Wirtschaft, Klima",Grüne
1096,67,weiblich,Bayern,liberal,,nie,Bildung,Telegram,1,True,0.27,"Sport, Technologie, Musik",SPD
1097,62,weiblich,Bayern,progressiv,CDU,immer,Klima,YouTube,8,False,0.75,"Sport, Klima, Politik",Linke
1098,57,männlich,Berlin,konservativ,,nie,Bildung,FAZ,9,True,0.33,"Musik, Politik, Wirtschaft",FDP
1099,45,weiblich,Hamburg,progressiv,CDU,gelegentlich,Steuern,Telegram,6,True,0.42,"Reisen, Klima, Wirtschaft",Linke
1100,58,weiblich,Hessen,konservativ,,nie,Klima,Tagesschau,4,False,0.13,"Reisen, Technologie, Politik",CDU
1101,48,männlich,Hamburg,konservativ,SPD,gelegentlich,Klima,YouTube,6,False,0.87,"Klima, Musik, Technologie",FDP
1102,63,männlich,Hessen,konservativ,Grüne,immer,Sicherheit,FAZ,0,True,0.29,"Reisen, Wirtschaft, Sport",CDU
1103,62,weiblich,Hessen,progressiv,CDU,immer,Gesundheit,Tagesschau,1,False,0.88,"Wirtschaft, Essen, Musik",Linke
1104,45,weiblich,Sachsen,liberal,Die Linke,immer,Sicherheit,Tagesschau,1,True,0.42,"Reisen, Musik, Technologie",Grüne
1105,39,männlich,NRW,konservativ,,nie,Sicherheit,FAZ,2,True,0.78,"Technologie, Wirtschaft, Bildung",FDP
1106,45,männlich,Berlin,zentristisch,SPD,gelegentlich,Migration,FAZ,7,True,0.2,"Reisen, Technologie, Politik",CDU
1107,29,weiblich,NRW,konservativ,CDU,gelegentlich,Steuern,YouTube,4,True,0.56,"Essen, Musik, Klima",CDU
1108,69,männlich,Berlin,progressiv,FDP,immer,Sicherheit,TikTok,7,True,0.97,"Wirtschaft, Politik, Bildung",Linke
1109,71,männlich,Sachsen,konservativ,SPD,immer,Migration,Spiegel,8,True,0.98,"Klima, Bildung, Reisen",FDP
1110,34,weiblich,Berlin,progressiv,FDP,gelegentlich,Sicherheit,Telegram,0,True,0.68,"Bildung, Klima, Technologie",Grüne
1111,55,weiblich,Bayern,liberal,AfD,gelegentlich,Gesundheit,Spiegel,8,True,0.18,"Technologie, Politik, Bildung",SPD
1112,43,männlich,Sachsen,zentristisch,,nie,Migration,TikTok,0,False,0.28,"Bildung, Reisen, Klima",CDU
1113,73,weiblich,Berlin,konservativ,SPD,immer,Gesundheit,FAZ,9,True,0.47,"Klima, Bildung, Reisen",CDU
1114,75,weiblich,Bayern,konservativ,AfD,immer,Steuern,Tagesschau,4,False,0.9,"Wirtschaft, Klima, Reisen",CDU
1115,73,männlich,Berlin,progressiv,Grüne,immer,Bildung,FAZ,4,False,0.13,"Politik, Sport, Reisen",SPD
1116,34,männlich,Bayern,zentristisch,,nie,Sicherheit,YouTube,6,False,0.86,"Wirtschaft, Reisen, Technologie",SPD
1117,51,weiblich,Hamburg,konservativ,CSU,immer,Steuern,Tagesschau,10,True,0.84,"Essen, Klima, Reisen",CDU
1118,70,weiblich,Hessen,liberal,CSU,immer,Sicherheit,Facebook-Gruppen,2,False,0.41,"Essen, Klima, Sport",Grüne
1119,24,weiblich,Sachsen,konservativ,,nie,Gesundheit,FAZ,5,True,0.62,"Essen, Wirtschaft, Musik",CDU
1120,32,männlich,Berlin,progressiv,Grüne,gelegentlich,Steuern,YouTube,2,False,0.82,"Klima, Reisen, Sport",Grüne
1121,19,männlich,Sachsen,zentristisch,CDU,gelegentlich,Klima,Facebook-Gruppen,8,True,0.57,"Reisen, Politik, Essen",FDP
1122,67,männlich,Hamburg,zentristisch,SPD,immer,Steuern,Telegram,9,False,0.41,"Wirtschaft, Technologie, Bildung",CDU
1123,43,weiblich,Hessen,liberal,Grüne,immer,Sicherheit,YouTube,4,False,0.09,"Klima, Wirtschaft, Politik",Grüne
1124,58,weiblich,Sachsen,zentristisch,Die Linke,immer,Sicherheit,Facebook-Gruppen,8,False,0.4,"Politik, Sport, Technologie",SPD
1125,46,männlich,Sachsen,progressiv,SPD,immer,Gesundheit,YouTube,9,False,0.01,"Essen, Klima, Musik",Linke
1126,21,männlich,Bayern,konservativ,,nie,Migration,Facebook-Gruppen,5,True,0.35,"Sport, Essen, Klima",FDP
1127,54,weiblich,Hessen,progressiv,AfD,immer,Sicherheit,Telegram,5,False,0.03,"Essen, Reisen, Bildung",Grüne
1128,28,weiblich,Hessen,konservativ,CDU,immer,Gesundheit,Tagesschau,10,True,0.16,"Musik, Reisen, Wirtschaft",FDP
1129,18,weiblich,Hamburg,liberal,,nie,Steuern,Tagesschau,7,False,0.07,"Technologie, Klima, Wirtschaft",FDP
1130,36,weiblich,NRW,progressiv,Grüne,immer,Sicherheit,Telegram,5,True,0.57,"Essen, Musik, Bildung",Linke
1131,49,weiblich,Bayern,zentristisch,CDU,gelegentlich,Klima,Facebook-Gruppen,10,False,0.32,"Musik, Politik, Reisen",FDP
1132,39,männlich,NRW,zentristisch,,nie,Migration,YouTube,5,False,0.13,"Sport, Politik, Technologie",CDU
1133,41,männlich,Hamburg,liberal,,nie,Migration,Spiegel,0,False,0.82,"Wirtschaft, Technologie, Sport",SPD
1134,24,männlich,Bayern,progressiv,SPD,immer,Klima,Facebook-Gruppen,4,False,0.39,"Politik, Reisen, Musik",SPD
1135,67,weiblich,Hamburg,konservativ,,nie,Klima,Telegram,7,False,0.07,"Klima, Bildung, Essen",FDP
1136,65,männlich,Berlin,zentristisch,CDU,immer,Bildung,YouTube,1,True,0.69,"Wirtschaft, Politik, Musik",CDU
1137,57,weiblich,Hamburg,konservativ,CDU,gelegentlich,Steuern,Tagesschau,9,True,0.79,"Klima, Reisen, Essen",AfD
1138,66,männlich,Bayern,liberal,CDU,gelegentlich,Sicherheit,Spiegel,5,False,0.78,"Bildung, Technologie, Reisen",Grüne
1139,23,weiblich,NRW,liberal,FDP,immer,Steuern,Tagesschau,1,False,0.76,"Musik, Klima, Politik",SPD
1140,31,männlich,Berlin,progressiv,CDU,immer,Bildung,Tagesschau,9,True,0.18,"Politik, Bildung, Klima",SPD
1141,74,weiblich,Hessen,progressiv,FDP,immer,Sicherheit,Telegram,7,True,0.59,"Politik, Musik, Reisen",SPD
1142,30,weiblich,Berlin,zentristisch,FDP,immer,Steuern,Facebook-Gruppen,2,True,0.4,"Wirtschaft, Essen, Bildung",SPD
1143,50,männlich,Bayern,zentristisch,CDU,gelegentlich,Steuern,YouTube,1,False,0.36,"Reisen, Sport, Bildung",FDP
1144,24,männlich,Berlin,konservativ,,nie,Klima,Telegram,6,True,0.45,"Musik, Bildung, Wirtschaft",CDU
1145,47,männlich,Hamburg,konservativ,AfD,gelegentlich,Bildung,TikTok,1,True,0.44,"Bildung, Klima, Reisen",FDP
1146,29,weiblich,Berlin,zentristisch,CDU,immer,Migration,Telegram,8,True,0.31,"Politik, Sport, Technologie",CDU
1147,42,männlich,Hessen,konservativ,Die Linke,immer,Bildung,TikTok,6,True,0.75,"Reisen, Sport, Wirtschaft",AfD
1148,30,männlich,NRW,konservativ,SPD,gelegentlich,Migration,Facebook-Gruppen,1,False,0.62,"Reisen, Politik, Wirtschaft",FDP
1149,48,weiblich,Sachsen,zentristisch,FDP,gelegentlich,Steuern,Spiegel,7,False,0.64,"Politik, Reisen, Bildung",FDP
1150,69,weiblich,Berlin,zentristisch,FDP,gelegentlich,Bildung,TikTok,5,False,0.16,"Reisen, Klima, Essen",FDP
1151,56,weiblich,NRW,progressiv,,nie,Steuern,TikTok,4,True,0.92,"Essen, Wirtschaft, Sport",SPD
1152,32,weiblich,Berlin,liberal,SPD,gelegentlich,Steuern,Facebook-Gruppen,7,True,0.89,"Klima, Musik, Technologie",FDP
1153,75,weiblich,Bayern,zentristisch,Grüne,immer,Bildung,TikTok,10,False,0.71,"Sport, Politik, Musik",FDP
1154,61,weiblich,NRW,progressiv,CSU,immer,Steuern,Tagesschau,0,True,0.06,"Sport, Essen, Bildung",SPD
1155,31,männlich,Hamburg,liberal,CSU,immer,Migration,TikTok,1,True,0.2,"Musik, Sport, Klima",SPD
1156,45,männlich,Hamburg,zentristisch,SPD,immer,Klima,YouTube,5,True,0.87,"Bildung, Essen, Musik",CDU
1157,32,männlich,Hessen,konservativ,FDP,immer,Sicherheit,TikTok,7,True,0.35,"Technologie, Sport, Musik",FDP
1158,74,männlich,NRW,konservativ,,nie,Bildung,Tagesschau,4,False,0.43,"Wirtschaft, Technologie, Bildung",CDU
1159,56,weiblich,Hessen,konservativ,,nie,Migration,FAZ,10,False,0.36,"Bildung, Technologie, Klima",FDP
1160,28,männlich,Hamburg,konservativ,FDP,gelegentlich,Bildung,YouTube,3,True,0.05,"Reisen, Musik, Essen",AfD
1161,20,männlich,Bayern,progressiv,,nie,Sicherheit,FAZ,4,True,0.82,"Technologie, Sport, Musik",Grüne
1162,74,männlich,Hamburg,konservativ,SPD,immer,Steuern,Spiegel,0,True,0.56,"Musik, Wirtschaft, Klima",FDP
1163,39,weiblich,Hamburg,progressiv,FDP,gelegentlich,Migration,Telegram,1,True,0.81,"Reisen, Bildung, Sport",Linke
1164,32,weiblich,Sachsen,liberal,,nie,Sicherheit,Telegram,3,True,0.31,"Musik, Politik, Essen",FDP
1165,72,weiblich,Sachsen,liberal,SPD,immer,Migration,Telegram,1,True,0.11,"Musik, Reisen, Bildung",FDP
1166,61,männlich,NRW,konservativ,AfD,immer,Klima,Facebook-Gruppen,6,True,0.84,"Wirtschaft, Klima, Bildung",AfD
1167,25,männlich,Bayern,zentristisch,CDU,immer,Gesundheit,Tagesschau,10,False,0.02,"Bildung, Politik, Essen",SPD
1168,40,männlich,Bayern,liberal,,nie,Sicherheit,TikTok,0,True,0.03,"Politik, Sport, Technologie",SPD
1169,38,männlich,NRW,zentristisch,FDP,gelegentlich,Migration,FAZ,5,True,0.69,"Technologie, Essen, Sport",FDP
1170,50,männlich,Berlin,progressiv,Grüne,immer,Migration,TikTok,4,True,0.26,"Sport, Technologie, Bildung",Linke
1171,40,männlich,Sachsen,liberal,CDU,immer,Bildung,TikTok,0,True,0.73,"Wirtschaft, Bildung, Reisen",Grüne
1172,19,männlich,Sachsen,zentristisch,SPD,immer,Steuern,FAZ,8,True,0.87,"Reisen, Essen, Sport",FDP
1173,32,männlich,Sachsen,zentristisch,,nie,Sicherheit,YouTube,10,False,0.09,"Politik, Musik, Technologie",FDP
1174,74,weiblich,Bayern,progressiv,AfD,gelegentlich,Gesundheit,Spiegel,6,False,0.01,"Sport, Klima, Wirtschaft",Linke
1175,22,männlich,Hamburg,zentristisch,Die Linke,immer,Klima,YouTube,5,True,0.37,"Bildung, Wirtschaft, Politik",FDP
1176,24,männlich,Hamburg,konservativ,AfD,gelegentlich,Migration,Telegram,7,True,0.91,"Essen, Bildung, Klima",AfD
1177,52,männlich,NRW,liberal,CDU,immer,Bildung,TikTok,7,True,0.19,"Bildung, Sport, Musik",FDP
1178,58,weiblich,Bayern,konservativ,Die Linke,gelegentlich,Steuern,FAZ,8,True,0.61,"Politik, Essen, Bildung",FDP
1179,33,männlich,NRW,konservativ,SPD,immer,Migration,TikTok,2,False,0.91,"Reisen, Essen, Sport",AfD
1180,46,weiblich,Hamburg,zentristisch,Grüne,immer,Bildung,Tagesschau,7,True,0.66,"Musik, Klima, Technologie",CDU
1181,52,weiblich,Berlin,zentristisch,Die Linke,immer,Klima,Spiegel,9,True,0.97,"Politik, Reisen, Musik",FDP
1182,64,weiblich,Hessen,liberal,FDP,immer,Klima,Telegram,2,True,0.62,"Reisen, Bildung, Sport",SPD
1183,32,männlich,Hamburg,konservativ,CDU,immer,Steuern,YouTube,4,False,0.78,"Reisen, Bildung, Wirtschaft",FDP
1184,43,weiblich,Berlin,zentristisch,,nie,Sicherheit,YouTube,9,False,0.68,"Technologie, Politik, Wirtschaft",CDU
1185,42,weiblich,Hessen,zentristisch,CDU,immer,Steuern,YouTube,0,True,0.74,"Politik, Technologie, Reisen",FDP
1186,26,weiblich,Hessen,liberal,FDP,immer,Bildung,YouTube,5,True,0.59,"Sport, Politik, Essen",FDP
1187,24,männlich,Bayern,konservativ,,nie,Migration,Facebook-Gruppen,1,True,0.27,"Politik, Reisen, Sport",AfD
1188,49,weiblich,Hamburg,progressiv,SPD,immer,Bildung,Spiegel,2,False,0.34,"Klima, Reisen, Bildung",SPD
1189,22,männlich,Bayern,konservativ,SPD,immer,Steuern,TikTok,9,True,0.44,"Politik, Klima, Reisen",AfD
1190,47,weiblich,Hamburg,zentristisch,Grüne,immer,Sicherheit,TikTok,8,True,0.16,"Technologie, Musik, Wirtschaft",FDP
1191,46,weiblich,Berlin,progressiv,CDU,immer,Bildung,YouTube,8,False,0.64,"Wirtschaft, Politik, Klima",SPD
1192,73,weiblich,Bayern,liberal,CDU,immer,Gesundheit,YouTube,6,False,0.5,"Sport, Wirtschaft, Essen",FDP
1193,35,weiblich,Bayern,konservativ,,nie,Gesundheit,Tagesschau,4,False,1.0,"Klima, Politik, Reisen",CDU
1194,20,männlich,NRW,progressiv,,nie,Steuern,Spiegel,7,True,0.15,"Klima, Essen, Musik",Grüne
1195,67,männlich,Hamburg,konservativ,SPD,immer,Bildung,Facebook-Gruppen,4,False,0.42,"Klima, Reisen, Technologie",AfD
1196,37,weiblich,Hamburg,zentristisch,Die Linke,immer,Klima,Facebook-Gruppen,6,True,0.89,"Musik, Bildung, Essen",SPD
1197,29,männlich,Sachsen,konservativ,SPD,immer,Sicherheit,Facebook-Gruppen,3,False,0.24,"Bildung, Sport, Technologie",CDU
1198,50,weiblich,NRW,progressiv,CDU,immer,Migration,Telegram,4,True,0.83,"Politik, Musik, Technologie",Linke
1199,69,männlich,Hamburg,progressiv,CDU,immer,Steuern,YouTube,10,True,0.15,"Wirtschaft, Sport, Reisen",Linke
1200,56,weiblich,Bayern,zentristisch,AfD,gelegentlich,Migration,FAZ,6,False,0.72,"Bildung, Politik, Essen",SPD
1201,72,männlich,Berlin,progressiv,,nie,Klima,FAZ,2,False,0.42,"Essen, Bildung, Wirtschaft",Linke
1202,50,weiblich,Berlin,liberal,,nie,Gesundheit,Spiegel,7,True,0.75,"Klima, Reisen, Bildung",FDP
1203,63,weiblich,Hessen,zentristisch,FDP,immer,Steuern,Tagesschau,7,False,0.2,"Politik, Essen, Reisen",SPD
1204,24,männlich,Sachsen,progressiv,,nie,Bildung,YouTube,4,True,0.76,"Bildung, Reisen, Wirtschaft",Grüne
1205,28,männlich,Bayern,progressiv,FDP,immer,Klima,YouTube,6,False,0.83,"Bildung, Essen, Wirtschaft",Grüne
1206,45,männlich,Hessen,konservativ,CDU,immer,Sicherheit,TikTok,4,True,0.61,"Reisen, Musik, Technologie",AfD
1207,33,weiblich,Bayern,konservativ,Grüne,immer,Steuern,FAZ,8,True,0.34,"Essen, Technologie, Bildung",CDU
1208,54,männlich,NRW,zentristisch,AfD,immer,Migration,Tagesschau,2,False,0.5,"Technologie, Musik, Reisen",CDU
1209,36,männlich,Berlin,konservativ,Grüne,immer,Gesundheit,Spiegel,1,True,0.0,"Klima, Politik, Sport",FDP
1210,48,weiblich,Berlin,zentristisch,CDU,gelegentlich,Bildung,Tagesschau,10,True,0.06,"Technologie, Politik, Musik",SPD
1211,53,männlich,NRW,zentristisch,SPD,gelegentlich,Sicherheit,Telegram,10,True,0.38,"Reisen, Klima, Musik",CDU
1212,24,männlich,Hamburg,progressiv,,nie,Steuern,Tagesschau,4,True,0.53,"Wirtschaft, Klima, Essen",Linke
1213,72,männlich,Hessen,progressiv,Die Linke,immer,Migration,YouTube,4,False,0.18,"Klima, Reisen, Technologie",Linke
1214,18,weiblich,Hessen,liberal,SPD,immer,Sicherheit,Spiegel,1,False,0.88,"Bildung, Sport, Musik",Grüne
1215,57,weiblich,Bayern,konservativ,SPD,immer,Bildung,Spiegel,6,False,0.41,"Musik, Essen, Reisen",FDP
